Seccion,Casilla,Eleccion,Municipio,Distrito,Estatus,LN,Total,Partido Acción Nacional,Partido Revolucionario Institucional,Partido de la Revolución Democrática,Partido del Trabajo,Partido Verde Ecologista de México,Movimiento Ciudadano,Nueva Alianza Partido Político Nacional,Partido Demócrata,Partido Cruzada Ciudadana,MORENA,Partido Humanista  Partido Político Nacional,Partido Político Nacional  Encuentro Social,Candidato Independiente,Combinación PRI PVEM NA PD,Combinación PRI PVEM NA,Combinación PRI PVEM PD,Combinación PRI NA PD,Combinación PVEM NA PD,Combinación PRI PVEM,Combinación PRI NA,Combinación PRI PD,Combinación PVEM NA,Combinación PVEM PD,Combinación NA PD,Combinación PRD PT,Votos Anulados
516,CONTIGUA 1,Ayuntamiento,Gral. Treviño,22,Acta contabilizada,416,292,183,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
517,BASICA,Ayuntamiento,Gral. Treviño,22,Acta contabilizada,399,285,193,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
517,CONTIGUA 1,Ayuntamiento,Gral. Treviño,22,Acta contabilizada,398,283,172,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
518,BASICA,Ayuntamiento,Gral. Zaragoza,26,Acta contabilizada,701,568,25,274,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
518,CONTIGUA 1,Ayuntamiento,Gral. Zaragoza,26,Acta contabilizada,701,564,21,259,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
519,BASICA,Ayuntamiento,Gral. Zaragoza,26,Acta contabilizada,730,608,11,221,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
519,CONTIGUA 1,Ayuntamiento,Gral. Zaragoza,26,Acta contabilizada,729,622,11,226,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
519,CONTIGUA 2,Ayuntamiento,Gral. Zaragoza,26,Acta contabilizada,729,608,10,260,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
520,BASICA,Ayuntamiento,Gral. Zaragoza,26,Acta contabilizada,289,249,2,93,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
521,BASICA,Ayuntamiento,Gral. Zaragoza,26,Acta contabilizada,104,96,1,17,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
521,EXTRAORDINARIA 1,Ayuntamiento,Gral. Zaragoza,26,Acta contabilizada,150,136,1,34,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
522,BASICA,Ayuntamiento,Gral. Zaragoza,26,Acta contabilizada,394,353,10,194,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
522,EXTRAORDINARIA 1,Ayuntamiento,Gral. Zaragoza,26,Acta contabilizada,370,342,4,139,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
523,BASICA,Ayuntamiento,Gral. Zuazua,20,Acta contabilizada,461,302,168,122,4,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2
523,CONTIGUA 1,Ayuntamiento,Gral. Zuazua,20,Acta contabilizada,461,306,174,120,6,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
524,BASICA,Ayuntamiento,Gral. Zuazua,20,Acta contabilizada,607,387,221,151,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
524,CONTIGUA 1,Ayuntamiento,Gral. Zuazua,20,Acta contabilizada,606,448,219,211,1,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9
524,EXTRAORDINARIA 1,Ayuntamiento,Gral. Zuazua,20,Acta contabilizada,712,327,134,117,42,13,0,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2
524,EXTRAORDINARIA 1 CONTIGUA 1,Ayuntamiento,Gral. Zuazua,20,Acta contabilizada,711,321,163,75,34,10,0,0,0,0,0,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,4,7
524,EXTRAORDINARIA 1 CONTIGUA 2,Ayuntamiento,Gral. Zuazua,20,Acta contabilizada,711,349,154,89,40,8,0,0,0,0,0,2,0,41,0,0,0,0,0,0,0,0,0,0,0,0,3,12
526,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,296,181,76,59,0,4,5,7,6,0,0,3,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5
527,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,528,362,124,129,2,4,12,29,10,1,0,5,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,7
528,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,379,216,75,74,1,2,3,13,3,0,0,5,2,0,30,0,0,0,0,0,0,0,0,0,0,0,0,8
528,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,378,245,90,91,1,3,10,19,3,3,0,6,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,5
529,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,373,232,96,77,4,2,4,13,4,0,0,5,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,2
530,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,381,227,82,92,2,6,8,10,6,1,0,0,3,0,11,0,0,0,0,0,1,0,0,0,0,0,0,5
531,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,574,356,87,148,9,8,7,15,9,10,0,7,10,0,35,0,0,0,0,0,0,0,0,0,0,0,0,11
532,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,694,360,109,109,6,7,15,25,12,1,0,6,8,0,47,0,0,0,0,0,1,0,0,0,0,0,0,14
533,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,647,342,109,132,7,7,17,19,3,1,0,6,4,0,25,0,0,0,0,0,1,0,1,0,0,0,0,10
533,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,646,340,123,122,5,5,14,13,9,0,0,4,4,0,32,0,1,0,0,0,1,1,0,0,0,1,0,5
534,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,743,428,192,112,6,2,17,33,8,3,0,8,13,0,26,0,0,1,0,0,0,0,0,0,0,0,0,7
535,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,547,358,188,90,2,2,6,24,4,1,0,3,3,0,30,0,0,0,0,0,2,0,0,0,0,0,0,3
535,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,547,377,176,95,4,2,8,17,9,1,0,6,8,0,31,0,0,0,0,0,0,0,0,0,0,0,0,20
536,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,507,350,156,92,6,7,11,30,10,0,0,3,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,9
536,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,507,349,170,90,1,5,12,21,8,0,0,6,5,0,25,0,1,0,0,0,0,0,0,2,0,0,0,3
537,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,563,418,204,91,5,6,20,40,10,2,0,7,6,0,18,0,0,0,0,0,1,0,0,0,0,0,0,8
537,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,563,376,174,89,8,6,14,40,8,0,0,10,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4
537,CONTIGUA 2,Ayuntamiento,Guadalupe,15,Acta contabilizada,562,380,152,89,3,7,24,36,10,2,0,4,8,0,37,0,0,0,0,0,0,0,0,0,0,0,0,8
538,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,540,375,149,117,1,6,16,22,14,0,0,11,8,0,21,0,0,0,0,0,1,0,0,0,0,0,0,9
538,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,539,347,133,94,2,5,13,35,10,2,0,1,6,0,37,0,0,0,0,0,0,0,0,0,0,0,0,9
538,CONTIGUA 2,Ayuntamiento,Guadalupe,15,Acta contabilizada,539,344,142,97,6,6,12,23,3,1,0,5,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,4
539,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,725,418,178,134,5,4,21,5,14,1,0,6,9,0,28,0,0,0,0,0,0,0,0,0,0,0,0,13
539,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,725,425,179,139,4,7,25,25,0,0,0,7,8,0,23,0,0,0,0,0,2,0,0,0,0,0,0,6
540,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,497,320,138,89,5,5,13,22,13,0,0,4,1,0,16,0,0,0,0,0,0,1,0,1,0,0,0,12
540,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,497,334,140,90,7,5,12,19,6,0,0,8,6,0,37,0,0,0,0,0,0,0,0,0,0,0,0,4
541,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,647,321,117,119,6,3,19,16,10,0,0,12,5,0,2,0,0,0,0,0,2,0,0,0,0,0,0,10
541,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,646,342,115,118,3,0,25,27,9,0,0,4,8,0,26,0,0,0,0,0,1,0,0,0,0,0,0,6
542,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,513,314,141,86,3,1,14,20,7,0,0,6,5,0,22,0,0,0,1,0,1,1,0,0,0,0,0,6
542,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,513,324,138,82,4,8,19,14,6,4,0,10,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,7
543,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,463,276,105,84,1,7,10,19,2,1,0,3,6,0,28,0,1,0,0,0,1,0,0,0,0,0,0,8
543,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,463,269,102,88,2,3,14,19,7,0,0,6,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,5
544,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,541,298,113,108,5,3,18,17,7,0,0,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,6
544,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,541,313,135,98,2,4,21,17,5,0,0,3,4,0,17,0,1,0,0,0,1,0,0,0,0,0,0,5
544,CONTIGUA 2,Ayuntamiento,Guadalupe,15,Acta contabilizada,540,324,129,94,3,8,12,27,8,1,0,4,6,0,19,0,0,0,0,0,1,1,0,0,0,0,0,11
545,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,642,431,198,121,3,1,11,23,15,1,0,12,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,1
546,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,736,404,153,163,8,4,8,13,10,2,0,11,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,6
546,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,735,420,141,146,5,11,13,23,12,2,0,7,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,10
547,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,381,251,107,72,3,2,10,21,5,1,0,5,5,0,14,0,0,0,0,0,0,1,0,0,0,0,0,5
547,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,381,240,85,88,4,6,10,12,6,0,0,4,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5
548,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,567,409,187,111,4,5,13,26,9,1,0,6,5,0,41,0,0,0,0,0,0,0,0,0,0,0,0,1
548,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,566,386,198,93,2,5,6,26,16,0,0,7,9,0,16,0,1,0,0,0,0,2,0,0,0,0,0,5
548,CONTIGUA 2,Ayuntamiento,Guadalupe,15,Acta contabilizada,566,375,178,94,3,0,13,25,10,2,0,6,3,0,36,0,0,0,0,1,1,0,1,0,0,0,0,2
549,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,724,491,244,113,2,4,14,38,5,1,0,10,9,0,40,0,1,0,0,0,0,0,0,0,0,0,0,10
549,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,723,461,231,106,5,4,16,30,6,0,0,4,4,0,42,0,0,0,0,0,1,1,0,0,0,0,0,11
550,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,429,222,77,72,3,4,6,15,6,0,0,7,4,0,22,0,0,0,0,0,1,0,0,0,0,0,0,5
550,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,429,231,78,62,4,6,10,18,12,1,0,7,2,0,25,1,0,0,0,0,0,0,1,0,0,0,0,4
551,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,502,278,108,79,0,7,12,16,14,0,0,10,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,2
551,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,502,298,113,108,4,4,11,18,7,0,0,3,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,4
552,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,671,418,209,100,7,3,15,21,11,1,0,10,6,0,21,1,0,0,0,0,1,0,0,0,0,0,0,12
552,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,670,437,209,111,3,6,15,24,6,5,0,5,11,0,37,0,0,0,0,0,0,0,0,0,0,0,0,5
553,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,476,329,149,75,1,5,10,39,15,1,0,6,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3
553,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,476,298,142,73,0,6,14,25,6,1,0,5,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,4
554,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,749,469,217,128,3,5,10,25,9,9,0,11,4,0,40,1,0,0,0,0,0,0,0,0,0,0,0,7
554,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,749,429,173,119,4,3,25,39,9,0,0,0,10,0,34,0,1,0,0,0,1,0,0,0,0,0,0,11
555,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,656,384,157,105,5,11,21,31,10,0,0,1,9,0,24,0,0,0,0,0,1,0,0,0,0,0,0,9
555,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,655,335,143,114,9,8,16,24,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12
555,ESPECIAL 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,0,54,20,19,0,1,1,0,3,0,0,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
556,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,736,505,201,102,13,4,25,53,26,0,0,15,9,0,51,0,0,0,0,0,1,0,0,0,0,0,0,5
556,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,735,545,292,114,3,5,10,41,16,1,0,12,5,0,39,0,0,0,0,0,0,0,0,0,0,0,0,7
557,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,495,337,164,62,3,4,11,18,13,0,0,5,6,0,43,0,0,0,0,0,0,0,0,0,0,0,0,8
557,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,494,362,166,76,2,5,11,45,7,2,0,6,2,0,34,0,0,0,0,0,0,0,0,0,0,0,0,6
558,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,506,343,158,83,1,2,15,27,8,3,0,7,7,0,28,0,0,0,0,0,0,0,0,0,0,0,0,4
558,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,506,332,149,83,3,5,13,18,8,2,0,4,3,0,30,0,0,0,0,0,0,1,0,1,0,0,0,12
559,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,399,257,116,65,2,3,16,14,2,0,0,3,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,13
559,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,398,267,121,78,1,6,9,15,3,0,0,3,5,0,20,1,0,0,0,0,0,0,0,0,0,0,0,5
560,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,599,402,164,130,6,1,10,30,12,0,0,11,5,0,30,0,0,0,0,0,0,0,0,0,1,0,0,2
560,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,599,382,157,105,4,4,16,34,10,0,0,11,9,0,26,0,1,0,0,0,1,1,0,0,0,0,0,3
560,CONTIGUA 2,Ayuntamiento,Guadalupe,15,Acta contabilizada,599,391,162,125,4,6,16,25,7,0,0,11,5,0,27,1,1,0,0,0,1,0,0,0,0,0,0,0
561,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,654,380,131,130,3,4,6,21,5,2,0,10,1,0,45,1,0,0,0,0,0,0,0,0,0,0,0,21
562,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,606,334,137,96,2,6,7,30,3,0,0,4,6,0,36,1,1,0,0,0,0,0,0,0,0,0,0,5
563,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,733,457,187,143,5,9,7,36,10,0,0,12,7,0,30,0,0,1,0,0,1,0,0,0,0,0,0,9
564,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,524,319,140,99,3,1,7,21,5,0,0,5,6,0,27,0,0,0,0,0,0,0,0,0,0,0,0,5
565,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,497,302,139,84,5,2,8,20,4,1,0,7,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,4
566,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,505,302,101,102,4,7,10,21,6,2,0,7,5,0,28,0,0,0,0,0,1,0,0,0,0,0,0,8
567,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,534,366,147,125,2,4,17,15,9,1,0,2,4,0,25,0,0,0,0,0,3,0,0,1,0,0,0,11
568,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,485,303,97,92,3,4,22,34,7,2,0,2,3,0,29,0,1,0,0,0,0,0,0,0,0,0,0,7
568,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,484,285,122,84,3,3,15,14,7,2,0,5,4,0,18,0,2,0,0,0,1,1,0,0,0,0,0,4
569,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,452,283,93,103,3,6,14,20,7,0,0,7,6,0,18,0,0,1,0,0,0,2,0,0,0,0,0,3
569,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,452,297,118,107,3,1,5,14,10,2,0,6,5,0,20,0,0,0,0,0,1,0,0,0,0,0,0,5
570,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,495,322,105,112,6,3,11,29,6,1,0,7,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,5
570,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,495,325,110,116,1,6,9,26,8,0,0,11,5,0,28,0,0,0,0,0,0,0,0,0,0,0,0,5
571,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,524,303,114,100,3,6,5,19,7,0,0,8,3,0,34,0,0,0,0,0,1,0,0,0,0,0,0,3
571,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,524,325,116,113,7,6,8,23,7,1,0,5,7,0,21,0,0,0,0,0,1,0,0,0,0,0,0,10
572,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,689,418,169,164,3,6,8,19,5,0,0,8,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,7
573,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,621,394,132,143,0,2,9,36,10,1,0,11,11,0,28,2,0,0,0,0,0,0,0,0,0,0,0,9
574,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,532,303,107,107,1,7,13,24,8,0,0,8,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4
575,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,498,294,114,114,2,1,10,11,6,0,0,3,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,7
576,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,576,389,161,96,3,5,12,29,11,1,0,8,6,0,47,0,1,0,0,0,0,0,0,0,0,0,0,9
576,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,576,366,166,98,3,8,10,25,7,1,0,9,9,0,25,0,0,0,1,0,0,0,0,0,0,0,0,4
577,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,521,301,138,83,3,2,10,22,5,0,0,5,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,2
577,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,521,317,138,92,1,3,7,24,7,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
577,CONTIGUA 2,Ayuntamiento,Guadalupe,15,Acta contabilizada,520,312,128,93,2,3,11,20,7,0,0,8,4,0,30,1,0,0,0,0,0,0,0,0,0,0,0,5
578,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,732,497,198,152,3,6,22,43,19,1,0,8,4,0,37,0,0,0,0,0,1,0,0,0,0,0,0,3
578,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,732,457,179,135,1,7,16,43,8,2,0,15,6,0,40,0,1,0,0,0,0,0,1,1,0,0,0,2
579,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,461,303,118,86,3,3,10,25,3,5,0,3,4,0,40,0,0,0,0,0,0,0,0,0,0,0,0,3
579,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,461,337,141,118,2,4,0,29,0,0,0,1,9,0,29,0,0,0,0,0,0,0,0,0,0,0,0,4
580,BASICA,Ayuntamiento,Guadalupe,12,Acta contabilizada,522,363,169,72,4,6,3,43,16,0,0,8,11,0,26,0,0,0,0,0,1,0,0,0,0,0,0,4
581,BASICA,Ayuntamiento,Guadalupe,12,Acta contabilizada,644,472,202,96,6,6,7,73,8,2,0,9,12,0,41,0,0,0,0,0,0,1,0,0,0,0,0,9
581,CONTIGUA 1,Ayuntamiento,Guadalupe,12,Acta contabilizada,644,447,229,89,2,5,6,59,7,1,0,6,7,0,32,0,0,0,0,0,0,0,0,0,0,0,0,4
581,CONTIGUA 2,Ayuntamiento,Guadalupe,12,Acta contabilizada,644,494,228,111,2,2,5,79,12,1,0,6,7,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
581,CONTIGUA 3,Ayuntamiento,Guadalupe,12,Acta contabilizada,644,444,239,84,0,3,9,56,12,0,0,11,2,0,25,0,0,0,0,0,1,0,0,0,0,0,0,2
581,CONTIGUA 4,Ayuntamiento,Guadalupe,12,Acta contabilizada,644,461,219,102,2,5,12,59,5,1,0,3,7,0,40,0,0,0,0,0,1,0,0,0,0,0,0,5
581,CONTIGUA 5,Ayuntamiento,Guadalupe,12,Acta contabilizada,644,462,229,87,7,9,9,59,8,0,0,14,6,0,25,0,0,0,0,0,0,0,0,0,0,0,0,9
581,CONTIGUA 6,Ayuntamiento,Guadalupe,12,Acta contabilizada,643,458,244,79,2,4,3,61,7,1,0,9,8,0,33,0,0,0,0,0,1,0,0,0,0,0,0,6
582,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,610,394,160,109,2,8,11,31,11,2,0,4,4,0,42,0,1,0,0,0,2,0,0,0,0,0,0,7
582,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,610,391,197,116,1,4,17,31,7,0,0,5,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5
582,CONTIGUA 2,Ayuntamiento,Guadalupe,15,Acta contabilizada,609,356,165,92,2,5,9,27,7,1,0,5,5,0,33,0,0,0,0,0,0,0,0,0,0,0,0,5
583,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,649,419,196,115,4,8,16,26,5,0,0,12,3,0,20,0,1,0,0,0,2,0,0,0,0,0,0,11
583,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,649,420,167,128,3,8,9,34,12,2,0,6,8,0,38,0,0,0,0,0,0,0,0,0,0,0,0,5
583,CONTIGUA 2,Ayuntamiento,Guadalupe,15,Acta contabilizada,649,399,177,122,5,4,11,20,8,5,0,9,9,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3
584,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,587,395,165,117,5,7,9,28,10,1,0,11,6,0,31,0,1,0,0,0,0,1,0,0,0,0,0,3
584,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,587,388,158,117,4,4,10,32,9,2,0,11,8,0,27,0,0,0,0,0,1,0,0,0,0,0,0,5
584,CONTIGUA 2,Ayuntamiento,Guadalupe,15,Acta contabilizada,586,365,159,90,2,6,14,32,10,0,0,5,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,10
585,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,699,453,153,160,7,7,19,43,12,0,0,7,5,0,34,0,0,0,0,0,0,0,0,0,0,0,0,6
585,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,698,466,178,148,5,3,15,41,7,1,0,10,6,0,42,0,0,0,0,0,1,0,0,0,0,0,0,9
586,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,529,260,87,94,2,3,9,17,5,2,0,4,4,0,26,0,0,0,0,0,2,0,0,0,0,0,0,5
586,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,529,290,106,96,4,2,8,15,5,0,0,9,10,0,25,0,0,0,0,0,0,0,0,0,0,0,0,10
586,CONTIGUA 2,Ayuntamiento,Guadalupe,15,Acta contabilizada,529,314,88,115,5,12,9,24,5,1,0,10,9,0,25,0,1,0,0,0,0,0,0,0,0,0,0,10
587,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,531,325,98,115,2,8,15,27,10,1,0,3,13,0,27,0,0,0,0,0,0,0,0,0,0,0,0,6
587,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,530,318,104,122,2,8,9,14,6,1,0,9,7,0,30,0,1,0,0,0,0,0,0,0,0,0,0,5
588,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,381,241,78,70,1,5,17,22,5,2,0,6,4,0,22,0,0,0,0,0,1,1,0,0,0,0,0,7
588,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,381,248,95,65,2,4,11,30,6,0,0,11,2,0,20,0,0,0,0,0,1,0,0,0,0,0,0,1
589,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,295,208,63,69,1,4,10,15,9,0,0,2,3,0,17,9,1,0,0,0,0,0,0,0,0,0,0,5
590,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,638,346,184,126,2,9,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
590,CONTIGUA 1,Ayuntamiento,Guadalupe,15,Acta contabilizada,637,415,193,107,3,10,13,23,8,1,0,7,5,0,40,0,0,0,0,0,0,0,0,0,0,0,0,5
591,BASICA,Ayuntamiento,Guadalupe,15,Acta contabilizada,433,278,110,79,3,10,6,26,9,0,0,7,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4
