Seccion,Casilla,Eleccion,Municipio,Distrito,Estatus,LN,Total,Partido Acción Nacional,Partido Revolucionario Institucional,Partido de la Revolución Democrática,Partido del Trabajo,Partido Verde Ecologista de México,Movimiento Ciudadano,Nueva Alianza Partido Político Nacional,Partido Demócrata,Partido Cruzada Ciudadana,MORENA,Partido Humanista  Partido Político Nacional,Partido Político Nacional  Encuentro Social,Candidato Independiente,Combinación PRI PVEM NA PD,Combinación PRI PVEM NA,Combinación PRI PVEM PD,Combinación PRI NA PD,Combinación PVEM NA PD,Combinación PRI PVEM,Combinación PRI NA,Combinación PRI PD,Combinación PVEM NA,Combinación PVEM PD,Combinación NA PD,Combinación PRD PT,Votos Anulados
2296,BASICA,Ayuntamiento,García,20,Acta contabilizada,674,347,22,95,12,5,3,6,5,0,0,0,2,0,196,0,0,0,0,0,0,0,0,0,0,0,0,1
2296,CONTIGUA 1,Ayuntamiento,García,20,Acta contabilizada,674,320,27,96,7,4,3,0,0,0,0,0,2,0,171,0,0,0,0,0,0,0,0,0,0,0,0,10
2296,CONTIGUA 2,Ayuntamiento,García,20,Acta contabilizada,673,354,22,106,6,3,3,3,2,0,0,4,3,0,199,0,0,0,0,0,0,0,0,0,0,0,0,3
2297,BASICA,Ayuntamiento,García,20,Acta contabilizada,378,239,38,77,6,3,2,3,2,0,0,1,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,1
2297,CONTIGUA 1,Ayuntamiento,García,20,Acta contabilizada,377,236,25,74,13,5,3,0,2,0,0,1,1,0,107,0,0,0,0,0,0,0,0,0,0,0,0,5
2298,BASICA,Ayuntamiento,García,20,Acta contabilizada,702,412,41,138,12,7,1,4,4,0,0,3,3,0,193,0,0,0,0,0,0,0,0,0,0,0,1,5
2299,BASICA,Ayuntamiento,García,20,Acta contabilizada,599,385,50,127,11,16,7,7,5,0,0,2,2,0,156,0,0,0,0,0,0,0,0,0,0,0,0,2
2300,BASICA,Ayuntamiento,García,20,Acta contabilizada,387,230,23,84,5,6,1,3,1,0,0,1,1,0,103,0,0,0,0,0,0,0,0,0,0,0,0,2
2300,CONTIGUA 1,Ayuntamiento,García,20,Acta contabilizada,386,239,26,95,10,2,1,6,2,0,0,3,1,0,91,0,0,0,0,0,0,0,0,0,0,0,0,2
2301,BASICA,Ayuntamiento,García,20,Acta contabilizada,489,269,19,105,5,1,2,2,3,0,0,0,2,0,126,0,0,0,0,0,0,0,0,0,0,0,0,4
2301,CONTIGUA 1,Ayuntamiento,García,20,Acta contabilizada,488,260,30,107,7,1,3,2,1,0,0,3,1,0,99,0,0,0,0,0,0,0,0,0,0,0,0,6
2302,BASICA,Ayuntamiento,García,20,Acta contabilizada,514,284,27,114,7,2,2,3,1,0,0,0,4,0,118,0,0,0,0,0,0,0,0,0,0,0,0,6
2302,CONTIGUA 1,Ayuntamiento,García,20,Acta contabilizada,514,281,14,112,7,6,1,2,0,0,0,1,0,0,131,0,0,0,0,0,0,0,0,0,0,0,1,6
2302,CONTIGUA 2,Ayuntamiento,García,20,Acta contabilizada,513,288,24,121,1,3,1,2,1,0,0,3,1,0,126,0,0,0,0,0,0,0,0,0,0,0,0,5
2303,BASICA,Ayuntamiento,García,20,Acta contabilizada,585,279,16,84,5,3,4,3,4,0,0,0,2,0,153,0,0,0,0,0,0,0,0,0,0,0,0,5
2303,CONTIGUA 1,Ayuntamiento,García,20,Acta contabilizada,584,286,16,106,3,4,5,1,3,0,0,3,2,0,139,0,0,0,0,0,0,0,0,0,0,0,0,4
2303,CONTIGUA 2,Ayuntamiento,García,20,Acta contabilizada,584,307,25,113,6,3,2,0,0,0,0,5,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,3
2304,BASICA,Ayuntamiento,García,20,Acta contabilizada,377,191,19,53,0,0,4,2,1,0,0,1,1,0,105,0,0,0,0,0,0,0,0,0,0,0,0,5
2304,CONTIGUA 1,Ayuntamiento,García,20,Acta contabilizada,376,224,18,75,6,2,2,5,1,0,0,0,4,0,107,0,0,0,0,0,0,0,0,0,0,0,0,4
2305,BASICA,Ayuntamiento,García,20,Acta contabilizada,743,353,37,100,2,2,6,4,5,0,0,1,3,0,185,0,0,0,0,0,0,0,0,0,0,0,0,8
2305,CONTIGUA 1,Ayuntamiento,García,20,Acta contabilizada,743,354,36,113,4,8,1,3,2,0,0,1,3,0,177,0,0,0,0,0,0,0,0,0,0,0,0,6
2305,CONTIGUA 2,Ayuntamiento,García,20,Acta contabilizada,743,382,37,100,10,1,5,2,3,0,0,1,3,0,217,0,0,0,0,0,0,0,0,0,0,0,0,3
2305,CONTIGUA 3,Ayuntamiento,García,20,Acta contabilizada,743,348,26,125,7,3,5,5,3,0,0,5,2,0,162,0,0,0,0,0,0,0,0,0,0,0,0,5
2305,CONTIGUA 4,Ayuntamiento,García,20,Acta contabilizada,742,359,29,125,7,4,7,3,5,0,0,2,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,7
2305,EXTRAORDINARIA 1,Ayuntamiento,García,20,Acta contabilizada,686,300,22,105,5,2,9,7,2,0,0,4,1,0,140,0,0,0,0,0,0,0,0,0,0,0,0,3
2305,EXTRAORDINARIA 1 CONTIGUA 1,Ayuntamiento,García,20,Acta contabilizada,686,293,27,96,5,6,2,2,3,0,0,4,3,0,144,0,0,0,0,0,0,0,0,0,0,0,0,1
2305,EXTRAORDINARIA 1 CONTIGUA 2,Ayuntamiento,García,20,Acta contabilizada,686,288,26,103,7,1,1,3,1,0,0,3,2,0,139,0,0,0,0,0,0,0,0,0,0,0,0,2
2305,EXTRAORDINARIA 1 CONTIGUA 3,Ayuntamiento,García,20,Acta contabilizada,686,295,32,86,10,1,5,1,0,0,0,5,4,0,142,0,0,0,0,0,0,0,0,0,0,0,0,9
2305,EXTRAORDINARIA 2,Ayuntamiento,García,20,Acta contabilizada,663,259,24,89,8,8,3,2,0,0,0,0,1,0,108,0,0,0,0,0,0,0,0,0,0,0,0,16
2305,EXTRAORDINARIA 2 CONTIGUA 1,Ayuntamiento,García,20,Acta contabilizada,663,271,10,100,3,1,0,2,3,0,0,2,3,0,142,0,0,0,0,0,0,0,0,0,0,0,0,5
2305,EXTRAORDINARIA 2 CONTIGUA 2,Ayuntamiento,García,20,Acta contabilizada,663,276,22,84,2,3,2,4,3,0,0,3,2,0,144,0,0,0,0,0,0,0,0,0,0,0,0,7
2305,EXTRAORDINARIA 2 CONTIGUA 3,Ayuntamiento,García,20,Acta contabilizada,662,251,11,93,5,4,1,3,2,0,0,1,1,0,123,0,0,0,0,0,0,0,0,0,0,0,0,7
2305,EXTRAORDINARIA 2 CONTIGUA 4,Ayuntamiento,García,20,Acta contabilizada,662,285,28,93,8,9,2,2,0,0,0,0,2,0,137,0,0,0,0,0,0,0,0,0,0,0,0,4
2306,BASICA,Ayuntamiento,García,20,Acta contabilizada,563,336,30,96,11,0,0,2,9,0,0,8,2,0,176,0,0,0,0,0,0,0,0,0,0,0,0,2
2306,CONTIGUA 1,Ayuntamiento,García,20,Acta contabilizada,563,341,30,98,4,7,0,4,3,0,0,8,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,3
2307,BASICA,Ayuntamiento,García,20,Acta contabilizada,616,355,40,93,16,2,1,1,1,0,0,4,3,0,189,0,0,0,0,0,0,0,0,0,0,0,0,5
2307,CONTIGUA 1,Ayuntamiento,García,20,Acta contabilizada,615,372,23,104,8,4,3,4,7,0,0,3,1,0,195,0,0,0,0,0,0,0,0,0,0,0,15,5
2307,CONTIGUA 2,Ayuntamiento,García,20,Acta contabilizada,615,329,37,95,11,3,1,4,4,0,0,1,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,1
2307,CONTIGUA 3,Ayuntamiento,García,20,Acta contabilizada,615,354,27,109,11,3,2,6,1,0,0,7,5,0,164,0,0,0,0,0,0,0,0,0,0,0,14,5
2307,EXTRAORDINARIA 1,Ayuntamiento,García,20,Acta contabilizada,714,412,27,138,6,4,6,7,3,0,0,1,5,0,209,0,0,0,0,0,0,0,0,0,0,0,0,6
2307,EXTRAORDINARIA 1 CONTIGUA 1,Ayuntamiento,García,20,Acta contabilizada,714,396,33,108,6,3,2,2,5,0,0,2,1,0,230,0,0,0,0,0,0,0,0,0,0,0,0,4
2307,EXTRAORDINARIA 1 CONTIGUA 2,Ayuntamiento,García,20,Acta contabilizada,713,395,30,107,8,4,3,8,2,0,0,2,4,0,222,0,0,0,0,0,0,0,0,0,0,0,0,5
2307,EXTRAORDINARIA 1 CONTIGUA 3,Ayuntamiento,García,20,Acta contabilizada,713,422,30,130,11,3,0,4,3,0,0,2,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,3
2308,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,688,304,46,109,3,3,6,5,3,0,0,1,4,117,0,0,1,0,0,0,1,0,0,0,0,0,0,5
2308,CONTIGUA 1,Ayuntamiento,Juárez,22,Acta contabilizada,687,283,50,99,5,2,5,2,3,1,0,1,4,102,0,0,0,0,0,0,1,1,0,0,0,0,0,7
2309,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,424,215,37,71,1,7,2,1,3,0,0,1,0,84,0,0,0,1,0,0,2,0,0,0,0,0,0,5
2310,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,376,175,38,42,1,0,4,4,0,0,0,1,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2310,CONTIGUA 1,Ayuntamiento,Juárez,22,Acta contabilizada,376,169,35,27,2,0,0,3,3,0,0,2,2,93,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2311,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,601,317,66,98,1,6,3,5,2,2,0,1,3,124,0,0,0,0,0,0,0,1,0,0,0,0,0,5
2312,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,737,381,66,106,3,2,11,4,5,0,0,4,2,169,0,0,0,0,0,0,1,0,0,0,0,0,0,8
2313,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,697,387,60,119,2,3,6,3,3,0,0,7,1,178,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2314,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,536,248,45,60,0,6,2,2,6,0,0,2,2,121,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2315,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,589,279,52,90,2,1,4,5,3,0,0,1,2,113,0,1,0,0,0,0,0,0,0,0,0,0,0,5
2316,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,620,314,45,88,1,2,6,4,1,0,0,3,1,152,0,0,0,1,0,0,2,0,0,0,0,0,0,8
2317,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,482,245,31,83,0,2,5,4,2,0,0,1,2,112,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2318,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,512,277,42,75,0,0,4,2,4,1,0,1,3,139,0,0,0,0,0,0,2,0,0,0,0,0,0,4
2319,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,498,180,18,61,0,3,2,4,2,0,0,0,3,84,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2319,CONTIGUA 1,Ayuntamiento,Juárez,22,Acta contabilizada,498,214,24,72,0,3,6,4,1,0,0,2,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2320,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,740,330,59,78,2,1,4,10,4,1,0,2,1,161,0,0,1,0,0,0,1,0,0,0,0,0,0,5
2321,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,665,304,37,106,3,6,12,2,2,0,0,4,2,125,0,0,0,0,0,0,1,0,0,0,0,0,0,4
2322,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,502,275,51,81,2,2,5,2,1,0,0,5,1,121,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2323,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,736,360,58,93,2,1,5,6,3,1,0,3,8,171,0,0,0,0,0,0,1,0,0,0,0,0,0,8
2324,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,509,246,49,58,0,0,7,1,1,0,0,2,0,121,0,1,0,0,0,0,0,0,0,0,0,0,0,6
2325,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,612,304,37,96,1,1,7,4,1,0,0,3,3,147,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2326,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,580,276,45,77,1,2,8,3,1,0,0,3,1,133,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2327,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,635,280,28,80,1,0,3,8,0,0,0,3,1,152,0,0,0,0,0,0,0,1,0,0,0,0,0,3
2328,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,577,260,54,80,0,0,5,6,1,1,0,1,0,104,0,0,0,0,0,0,1,0,0,0,0,0,0,7
2328,CONTIGUA 1,Ayuntamiento,Juárez,22,Acta contabilizada,576,267,46,88,1,1,7,3,7,0,0,0,1,106,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2329,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,626,255,36,81,1,5,4,0,3,0,0,2,5,104,0,0,1,0,0,0,1,1,0,0,0,0,0,11
2330,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,404,241,50,57,1,1,8,2,2,0,0,0,0,115,0,0,0,0,0,0,2,0,0,0,0,0,0,3
2331,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,412,214,38,49,0,0,2,2,2,0,0,4,1,104,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2332,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,421,220,35,36,0,3,4,1,2,2,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2333,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,450,226,34,51,1,0,2,0,0,0,0,0,2,124,0,0,2,0,0,0,1,0,0,0,0,0,0,9
2333,EXTRAORDINARIA 1,Ayuntamiento,Juárez,22,Acta contabilizada,614,294,99,80,3,0,0,3,1,0,0,1,2,102,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2333,EXTRAORDINARIA 1 CONTIGUA 1,Ayuntamiento,Juárez,22,Acta contabilizada,614,233,26,81,2,3,4,10,3,0,0,2,1,94,0,2,1,0,0,0,0,0,0,0,0,0,0,4
2333,EXTRAORDINARIA 1 CONTIGUA 2,Ayuntamiento,Juárez,22,Acta contabilizada,614,235,30,86,0,1,1,4,4,0,0,1,5,99,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2333,EXTRAORDINARIA 1 CONTIGUA 3,Ayuntamiento,Juárez,22,Acta contabilizada,614,229,31,88,1,2,3,4,5,0,0,2,4,84,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2333,EXTRAORDINARIA 1 CONTIGUA 4,Ayuntamiento,Juárez,22,Acta contabilizada,613,235,27,95,1,1,5,3,3,0,0,0,5,91,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2334,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,558,250,46,83,3,1,4,3,4,0,0,0,5,93,0,2,0,0,0,0,1,0,0,0,0,0,0,5
2334,CONTIGUA 1,Ayuntamiento,Juárez,22,Acta contabilizada,558,235,43,60,1,2,2,1,0,0,0,2,2,117,0,0,0,0,0,0,1,0,2,0,0,0,0,2
2335,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,432,212,33,70,1,5,4,3,1,0,0,1,2,90,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2335,CONTIGUA 1,Ayuntamiento,Juárez,22,Acta contabilizada,432,209,45,44,1,0,4,3,0,1,0,1,7,99,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2336,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,696,308,70,78,1,4,5,6,1,1,0,4,6,130,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2337,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,675,342,61,71,1,2,6,4,3,0,0,1,3,187,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2338,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,662,339,79,70,0,5,7,10,0,1,0,1,3,159,0,0,0,0,0,0,2,0,0,0,0,0,0,2
2339,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,611,337,46,92,2,2,6,5,3,0,0,2,1,169,0,0,0,0,0,0,2,0,0,1,0,0,0,6
2340,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,400,216,25,68,1,4,5,2,2,0,0,1,2,98,0,1,1,0,0,0,0,0,0,0,0,0,0,6
2341,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,605,265,41,69,2,13,8,2,0,1,0,5,4,113,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2342,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,537,209,24,77,1,6,4,2,2,0,0,1,3,85,0,0,0,0,0,0,3,1,0,0,0,0,0,0
2343,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,593,265,40,83,1,8,7,5,1,1,0,0,3,114,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2343,CONTIGUA 1,Ayuntamiento,Juárez,22,Acta contabilizada,592,268,38,83,2,4,5,3,6,0,0,4,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2343,CONTIGUA 2,Ayuntamiento,Juárez,22,Acta contabilizada,592,266,39,68,2,6,3,7,0,3,0,1,3,129,0,0,0,0,0,0,2,0,0,0,0,0,0,3
2344,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,638,320,60,90,3,16,8,3,2,0,0,0,2,133,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2345,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,451,231,38,39,0,4,3,0,5,1,0,1,4,129,0,0,0,0,0,0,1,0,0,0,1,0,0,5
2346,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,614,332,52,100,2,2,12,7,1,0,0,0,1,147,0,0,0,0,0,0,1,0,0,0,0,0,0,7
2347,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,413,230,37,53,0,0,1,3,4,0,0,3,1,126,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2347,CONTIGUA 1,Ayuntamiento,Juárez,22,Acta contabilizada,413,232,35,51,1,2,3,1,3,0,0,1,0,133,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2348,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,525,273,47,74,1,2,5,7,0,1,0,0,3,124,0,0,2,0,0,0,2,0,0,0,0,0,0,5
2348,CONTIGUA 1,Ayuntamiento,Juárez,22,Acta contabilizada,524,273,46,56,1,1,5,3,2,1,0,2,2,145,0,0,0,0,0,0,4,0,0,0,0,0,0,5
2349,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,497,259,39,68,0,5,7,4,0,0,0,3,2,126,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2349,CONTIGUA 1,Ayuntamiento,Juárez,22,Acta contabilizada,496,247,53,54,0,1,5,3,0,0,0,2,4,116,0,1,0,0,0,0,3,0,0,0,0,0,0,5
2350,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,464,268,54,49,2,3,5,4,6,0,0,0,3,138,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2350,CONTIGUA 1,Ayuntamiento,Juárez,22,Acta contabilizada,463,231,61,38,1,3,1,1,2,0,0,0,1,121,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2351,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,560,287,43,111,2,4,6,6,0,1,0,3,2,104,0,0,0,0,0,0,1,0,0,0,0,0,0,4
2352,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,608,264,42,86,3,4,4,5,3,0,0,3,2,106,0,1,0,0,0,0,2,0,1,0,0,0,0,2
2352,CONTIGUA 1,Ayuntamiento,Juárez,22,Acta contabilizada,608,259,44,85,2,2,10,10,3,1,0,4,4,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2353,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,415,227,87,46,3,3,8,20,2,0,0,5,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2353,CONTIGUA 1,Ayuntamiento,Juárez,22,Acta contabilizada,415,210,66,50,2,5,11,25,6,0,0,5,4,33,0,0,0,0,0,0,0,0,0,1,0,0,0,2
2354,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,521,276,68,125,2,4,3,11,5,2,0,1,2,48,0,0,0,0,0,0,1,0,0,0,0,0,0,4
2355,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,593,399,141,49,2,11,7,27,19,0,0,8,3,126,0,0,1,0,0,0,0,1,0,0,0,0,0,4
2356,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,462,296,107,26,0,0,7,25,11,1,0,6,9,97,0,0,0,0,0,0,0,2,0,0,0,0,0,5
2356,CONTIGUA 1,Ayuntamiento,Juárez,22,Acta contabilizada,462,309,119,28,5,3,9,20,10,1,0,6,7,97,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2357,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,406,276,104,37,1,5,2,29,8,1,0,8,6,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2357,CONTIGUA 1,Ayuntamiento,Juárez,22,Acta contabilizada,406,271,91,27,1,4,4,28,8,1,0,7,8,89,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2358,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,672,441,139,81,8,8,16,59,24,0,0,8,6,89,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2358,CONTIGUA 1,Ayuntamiento,Juárez,22,Acta contabilizada,671,468,147,86,1,6,12,52,16,1,0,12,18,107,0,0,1,0,0,0,0,0,0,0,0,0,0,9
2359,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,464,251,35,98,1,6,11,7,5,1,0,2,3,71,0,1,0,0,0,0,3,0,0,0,0,0,0,7
2360,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,574,271,79,93,0,5,7,12,5,0,0,2,4,57,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2360,CONTIGUA 1,Ayuntamiento,Juárez,22,Acta contabilizada,573,267,77,93,2,7,3,12,7,0,0,3,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2361,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,693,360,77,109,2,9,11,13,4,0,0,2,3,124,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2361,CONTIGUA 1,Ayuntamiento,Juárez,22,Acta contabilizada,693,355,116,126,2,5,11,12,6,1,0,1,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2362,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,626,357,81,105,2,5,7,17,12,1,0,3,4,113,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2362,CONTIGUA 1,Ayuntamiento,Juárez,22,Acta contabilizada,625,363,73,101,3,0,7,15,9,3,0,2,7,142,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2363,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,702,382,114,93,2,1,15,29,8,1,0,5,7,94,0,0,1,0,0,0,3,1,0,0,0,0,0,8
2364,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,379,190,55,67,2,0,5,4,4,0,0,0,4,40,0,0,0,0,0,0,2,0,0,0,0,0,0,7
2364,CONTIGUA 1,Ayuntamiento,Juárez,22,Acta contabilizada,378,187,51,87,0,2,2,4,3,1,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2365,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,683,392,143,108,4,17,10,20,2,0,0,7,4,73,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2366,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,512,290,83,80,3,3,8,15,4,1,0,7,4,78,0,0,0,0,0,0,1,0,0,0,0,0,0,3
2366,CONTIGUA 1,Ayuntamiento,Juárez,22,Acta contabilizada,511,284,81,77,3,8,3,11,5,0,0,4,5,83,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2367,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,377,204,75,45,2,9,5,10,3,1,0,0,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2367,CONTIGUA 1,Ayuntamiento,Juárez,22,Acta contabilizada,377,218,62,81,2,8,2,12,2,1,0,6,1,36,0,0,0,0,0,0,0,1,0,0,0,0,0,4
2368,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,404,230,83,54,4,3,7,17,2,2,0,1,4,51,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2368,CONTIGUA 1,Ayuntamiento,Juárez,22,Acta contabilizada,404,222,73,59,2,6,3,14,1,1,0,6,4,51,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2369,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,409,189,35,90,3,0,6,5,4,0,0,0,2,35,0,0,2,0,0,0,1,0,0,0,0,0,0,6
2369,CONTIGUA 1,Ayuntamiento,Juárez,22,Acta contabilizada,409,168,34,85,2,2,7,4,3,1,0,1,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2370,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,410,190,50,82,1,5,9,4,2,1,0,2,1,28,0,0,0,0,0,0,2,0,0,0,0,0,0,3
2370,CONTIGUA 1,Ayuntamiento,Juárez,22,Acta contabilizada,410,206,69,66,1,1,3,5,4,0,0,4,3,44,0,0,0,0,0,0,2,0,0,0,0,0,0,4
2371,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,420,172,44,88,1,2,3,0,2,1,0,3,3,15,0,0,0,0,0,1,1,0,0,0,0,0,0,8
2371,CONTIGUA 1,Ayuntamiento,Juárez,22,Acta contabilizada,420,202,45,94,0,4,6,4,1,1,0,4,1,31,0,0,1,0,0,0,2,0,0,0,0,0,0,8
2372,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,719,299,43,179,3,8,10,5,5,0,0,2,3,29,0,0,1,1,0,1,2,1,0,0,0,0,0,6
2373,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,655,317,69,142,1,5,8,6,2,0,0,2,0,69,0,1,3,0,0,0,4,0,0,0,0,0,0,5
2373,CONTIGUA 1,Ayuntamiento,Juárez,22,Acta contabilizada,655,337,64,154,2,2,14,5,1,0,0,3,1,81,0,0,2,0,0,0,2,0,0,0,0,0,0,6
2374,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,494,256,34,108,2,8,8,5,8,2,0,8,6,57,0,0,1,0,0,0,1,0,0,0,0,0,0,8
2374,CONTIGUA 1,Ayuntamiento,Juárez,22,Acta contabilizada,493,233,41,103,0,2,12,7,2,2,0,4,1,47,0,0,1,0,0,0,1,1,0,0,1,0,0,8
2375,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,587,216,59,72,2,6,7,8,2,1,0,3,2,52,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2375,CONTIGUA 1,Ayuntamiento,Juárez,22,Acta contabilizada,586,227,54,74,2,6,9,3,1,0,0,1,5,69,0,0,0,0,0,0,2,0,0,0,0,0,0,1
2376,BASICA,Ayuntamiento,Juárez,22,Acta contabilizada,741,331,72,120,7,6,19,13,2,0,0,5,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2376,CONTIGUA 1,Ayuntamiento,Juárez,22,Acta contabilizada,741,352,69,135,3,4,14,11,2,0,0,3,6,101,0,0,0,0,0,0,0,0,0,0,0,0,0,4
